C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_09_621.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_09_621.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_09_621.jpg, 0, 0, 0, 7.861487E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_09_724.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_09_724.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_09_724.jpg, 0, 0, 0, 7.814421E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_09_826.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_09_826.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_09_826.jpg, 0, 0, 0, 7.99842E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_09_928.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_09_928.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_09_928.jpg, 0, 0, 0, 7.852403E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_10_028.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_10_028.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_10_028.jpg, 0, 0, 0, 7.855122E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_10_129.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_10_129.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_10_129.jpg, 0, 0, 0, 7.815531E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_10_229.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_10_229.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_10_229.jpg, 0, 0, 0, 7.797599E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_10_332.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_10_332.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_10_332.jpg, 0, 0, 0, 7.797017E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_10_436.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_10_436.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_10_436.jpg, 0, 0, 0, 7.804035E-05
C:\Users\Vrushali Yb\Desktop\data\IMG\center_2021_09_30_10_30_10_538.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\left_2021_09_30_10_30_10_538.jpg, C:\Users\Vrushali Yb\Desktop\data\IMG\right_2021_09_30_10_30_10_538.jpg, 0, 0, 0, 7.80241E-05
